"Pop","Loc","Date","Year","Plant_ID","Species","Amount"
"I1","Garden",2023-06-29,"2023","I1-6A","Caterpillar",1
"I1","Garden",2023-07-03,"2023","I1-6A","Mealybug",2
"I1","Garden",2023-07-10,"2023","I1-6A","White Fly",1
"I1","Garden",2023-07-17,"2023","I1-6A","White Fly",1
"I1","Garden",2023-07-28,"2023","I1-6A","Mealybug",10
"I1","Garden",2023-08-07,"2023","I1-6A","Mealybug",15
"I1","Garden",2023-08-15,"2023","I1-6A","Mealybug",30
"I2","Garden",2023-05-31,"2023","I2-1A","Caterpillar",1
"I2","Garden",2023-06-05,"2023","I2-1A","Caterpillar",2
"I2","Garden",2023-06-29,"2023","I2-1A","Mealybug",35
"I2","Garden",2023-07-03,"2023","I2-1A","Mealybug",10
"I2","Garden",2023-07-10,"2023","I2-1A","Mealybug",8
"I2","Garden",2023-07-17,"2023","I2-1A","Mealybug",20
"I2","Garden",2023-08-03,"2023","I2-1A","Mealybug",25
"I2","Garden",2023-08-07,"2023","I2-1A","Mealybug",150
"I2","Garden",2023-08-15,"2023","I2-1A","Mealybug",10
"I2","Garden",2023-08-15,"2023","I2-1A","White fly",2
"I2","Garden",2023-08-15,"2023","I2-1A","Spodoptera",1
"I2","Garden",2023-05-31,"2023","I2-1B","Mealybug",2
"I2","Garden",2023-06-12,"2023","I2-1B","Mealybug",4
"I2","Garden",2023-06-20,"2023","I2-1B","Meallybug",80
"I2","Garden",2023-07-03,"2023","I2-1B","Mealybug",50
"I2","Garden",2023-07-10,"2023","I2-1B","Caterpillar",1
"I2","Garden",2023-07-10,"2023","I2-1B","Mealybug",50
"I2","Garden",2023-07-17,"2023","I2-1B","Mealybug",100
"I2","Garden",2023-07-28,"2023","I2-1B","Mealybug",150
"I2","Garden",2023-08-03,"2023","I2-1B","Mealybug",300
"I2","Garden",2023-08-07,"2023","I2-1B","Mealybug",300
"I2","Garden",2023-08-15,"2023","I2-1B","White fly",2
"I2","Garden",2023-07-03,"2023","I2-7B","Mealybug",15
"I2","Garden",2023-07-10,"2023","I2-7B","Caterpillar",1
"I2","Garden",2023-07-10,"2023","I2-7B","Mealybug",20
"I2","Garden",2023-07-17,"2023","I2-7B","Mealybug",100
"I2","Garden",2023-07-28,"2023","I2-7B","Mealybug",200
"I2","Garden",2023-08-03,"2023","I2-7B","Mealybug",20
"I2","Garden",2023-08-07,"2023","I2-7B","Mealybug",20
"I2","Garden",2023-08-15,"2023","I2-7B","White fly",5
"I3","Garden",2023-06-05,"2023","I3-3C","Caterpillar",4
"I3","Garden",2023-06-29,"2023","I3-3C","Mealybug",1
"I3","Garden",2023-07-03,"2023","I3-3C","Mealybug",1
"I3","Garden",2023-07-28,"2023","I3-3C","Mealybug",10
"I3","Garden",2023-08-03,"2023","I3-3C","Mealybug",5
"I3","Garden",2023-08-07,"2023","I3-3C","Mealybug",15
"I3","Garden",2023-08-07,"2023","I3-3C","White Fly",5
"I3","Garden",2023-08-15,"2023","I3-3C","Mealybug",20
"I3","Garden",2023-06-05,"2023","I3-5C","Scales",3
"I3","Garden",2023-07-17,"2023","I3-5C","Spodoptera",1
"I3","Garden",2023-07-28,"2023","I3-5C","Mealybug",4
"I3","Garden",2023-07-28,"2023","I3-5C","Stink bug",2
"I3","Garden",2023-08-03,"2023","I3-5C","Mealybug",10
"I3","Garden",2023-08-07,"2023","I3-5C","Mealybug",8
"I3","Garden",2023-08-07,"2023","I3-5C","Cicadellidae",2
"I3","Garden",2023-08-15,"2023","I3-5C","Mealybug",120
"I3","Garden",2023-06-05,"2023","I3-6C","Scales",6
"I3","Garden",2023-06-05,"2023","I3-6C","White Fly",1
"I3","Garden",2023-07-03,"2023","I3-6C","Mealybug",1
"I3","Garden",2023-07-10,"2023","I3-6C","Mealybug",2
"I3","Garden",2023-07-17,"2023","I3-6C","Mealybug",2
"I3","Garden",2023-07-28,"2023","I3-6C","Mealybug",15
"I3","Garden",2023-08-03,"2023","I3-6C","Mealybug",10
"I3","Garden",2023-08-03,"2023","I3-6C","White Fly",5
"I3","Garden",2023-08-07,"2023","I3-6C","Mealybug",10
"I3","Garden",2023-08-15,"2023","I3-6C","Mealybug",20
"I3","Garden",2023-08-15,"2023","I3-6C","Aphid",50
"I3","Garden",2023-05-31,"2023","I3-6D","Spodoptera",1
"I3","Garden",2023-06-05,"2023","I3-6D","Mealybug",5
"I3","Garden",2023-06-12,"2023","I3-6D","Mealybug",2
"I3","Garden",2023-07-28,"2023","I3-6D","Mealybug",2
"I3","Garden",2023-08-03,"2023","I3-6D","Mealybug",10
"I3","Garden",2023-08-07,"2023","I3-6D","Mealybug",7
"I3","Garden",2023-08-15,"2023","I3-6D","Mealybug",150
"I3","Garden",2023-08-15,"2023","I3-6D","Aphid",50
"I3","Garden",2023-08-15,"2023","I3-6D","Spodoptera",1
"ICH","Garden",2023-06-12,"2023","ICH-3A","White Fly",1
"ICH","Garden",2023-07-10,"2023","ICH-3A","White Fly",2
"ICH","Garden",2023-07-28,"2023","ICH-3A","Mealybug",5
"ICH","Garden",2023-08-15,"2023","ICH-3A","Mealybug",10
"ICH","Garden",2023-07-28,"2023","ICH-5A","Mealybug",30
"ICH","Garden",2023-08-03,"2023","ICH-5A","Caterpillar",1
"ICH","Garden",2023-08-07,"2023","ICH-5A","Mealybug",10
"ICH","Garden",2023-08-07,"2023","ICH-5A","Spodoptera",1
"ICH","Garden",2023-08-15,"2023","ICH-5A","Mealybug",30
"ICH","Garden",2023-07-03,"2023","ICH-6A","White Fly",1
"ICH","Garden",2023-07-28,"2023","ICH-6A","Mealybug",5
"ICH","Garden",2023-07-28,"2023","ICH-6A","Spodoptera",1
"ICH","Garden",2023-08-07,"2023","ICH-6A","Mealybug",15
"ICH","Garden",2023-08-15,"2023","ICH-6A","Mealybug",15
"ICH","Garden",2023-08-15,"2023","ICH-6A","White fly",10
"MOR","Garden",2023-06-05,"2023","MOR-1D","White Fly",1
"MOR","Garden",2023-06-29,"2023","MOR-1D","Meallybug",7
"MOR","Garden",2023-07-03,"2023","MOR-1D","Mealybug",3
"MOR","Garden",2023-07-10,"2023","MOR-1D","Green caterpillar",1
"MOR","Garden",2023-07-10,"2023","MOR-1D","Mealybug",5
"MOR","Garden",2023-07-17,"2023","MOR-1D","Mealybug",10
"MOR","Garden",2023-07-17,"2023","MOR-1D","Spodoptera",1
"MOR","Garden",2023-07-28,"2023","MOR-1D","Mealybug",50
"MOR","Garden",2023-08-03,"2023","MOR-1D","Mealybug",75
"MOR","Garden",2023-08-07,"2023","MOR-1D","Mealybug",50
"MOR","Garden",2023-08-07,"2023","MOR-1D","Spodoptera",2
"MOR","Garden",2023-08-15,"2023","MOR-1D","Mealybug",10
"MOR","Garden",2023-08-15,"2023","MOR-1D","White fly",3
"MOR","Garden",2023-07-03,"2023","MOR-4E","Mealybug",5
"MOR","Garden",2023-07-10,"2023","MOR-4E","Mealybug",1
"MOR","Garden",2023-07-17,"2023","MOR-4E","Mealybug",20
"MOR","Garden",2023-07-28,"2023","MOR-4E","Mealybug",60
"MOR","Garden",2023-08-03,"2023","MOR-4E","Mealybug",50
"MOR","Garden",2023-08-07,"2023","MOR-4E","Mealybug",200
"MOR","Garden",2023-08-15,"2023","MOR-4E","White fly",5
"MOR","Garden",2023-08-15,"2023","MOR-4E","Mealybug",20
"MOR","Garden",2023-05-31,"2023","MOR-4F","Myridae",1
"MOR","Garden",2023-07-03,"2023","MOR-4F","Mealybug",5
"MOR","Garden",2023-07-10,"2023","MOR-4F","Green caterpillar",1
"MOR","Garden",2023-07-17,"2023","MOR-4F","Mealybug",10
"MOR","Garden",2023-07-17,"2023","MOR-4F","Spodoptera",2
"MOR","Garden",2023-07-28,"2023","MOR-4F","Mealybug",80
"MOR","Garden",2023-08-03,"2023","MOR-4F","Mealybug",50
"MOR","Garden",2023-08-07,"2023","MOR-4F","Mealybug",50
"MOR","Garden",2023-08-07,"2023","MOR-4F","Spodoptera",1
"MOR","Garden",2023-08-15,"2023","MOR-4F","White fly",2
"MOR","Garden",2023-08-15,"2023","MOR-4F","Mealybug",10
"MOR","Garden",2023-06-12,"2023","MOR-6A","Caterpillar",1
"MOR","Garden",2023-07-03,"2023","MOR-6A","Mealybug",1
"MOR","Garden",2023-07-10,"2023","MOR-6A","green caterpillar",1
"MOR","Garden",2023-07-10,"2023","MOR-6A","Mealybug",5
"MOR","Garden",2023-07-17,"2023","MOR-6A","Mealybug",10
"MOR","Garden",2023-07-17,"2023","MOR-6A","Spodoptera",1
"MOR","Garden",2023-07-28,"2023","MOR-6A","Mealybug",100
"MOR","Garden",2023-08-03,"2023","MOR-6A","Mealybug",50
"MOR","Garden",2023-08-07,"2023","MOR-6A","Spodoptera",1
"MOR","Garden",2023-08-15,"2023","MOR-6A","White fly",3
"MOR","Garden",2023-08-15,"2023","MOR-6A","Mealybug",10
"MOR","Garden",2023-07-03,"2023","MOR-6C","Mealybug",5
"MOR","Garden",2023-07-03,"2023","MOR-6C","Scales",4
"MOR","Garden",2023-07-17,"2023","MOR-6C","Mealybug",3
"MOR","Garden",2023-07-28,"2023","MOR-6C","Mealybug",80
"MOR","Garden",2023-08-03,"2023","MOR-6C","Mealybug",200
"MOR","Garden",2023-08-03,"2023","MOR-6C","Caterpillar",1
"MOR","Garden",2023-08-07,"2023","MOR-6C","Mealybug",200
"MOR","Garden",2023-08-15,"2023","MOR-6C","White fly",3
"MOR","Garden",2023-08-15,"2023","MOR-6C","Mealybug",50
"MOR","Garden",2023-06-05,"2023","MOR-6D","Caterpillar",3
"MOR","Garden",2023-06-12,"2023","MOR-6D","Caterpillar",1
"MOR","Garden",2023-07-03,"2023","MOR-6D","Mealybug",5
"MOR","Garden",2023-07-17,"2023","MOR-6D","Mealybug",20
"MOR","Garden",2023-07-28,"2023","MOR-6D","Mealybug",100
"MOR","Garden",2023-08-03,"2023","MOR-6D","Mealybug",20
"MOR","Garden",2023-08-07,"2023","MOR-6D","Mealybug",300
"MOR","Garden",2023-08-15,"2023","MOR-6D","White fly",3
"MOR","Garden",2023-08-15,"2023","MOR-6D","Mealybug",5
"N2","Garden",2023-06-29,"2023","N2-5A","Spodoptera",1
"N2","Garden",2023-07-28,"2023","N2-5A","Mealybug",15
"N2","Garden",2023-08-07,"2023","N2-5A","Mealybug",10
"N2","Garden",2023-08-07,"2023","N2-5A","Aphid",40
"N2","Garden",2023-08-15,"2023","N2-5A","Spodoptera",5
"N2","Garden",2023-08-15,"2023","N2-5A","Aphid",100
"N2","Garden",2023-08-15,"2023","N2-5A","Mealybug",200
"N2","Garden",2023-07-10,"2023","N2-5B","Green caterpillar",1
"N2","Garden",2023-07-10,"2023","N2-5B","Mealybug",1
"N2","Garden",2023-07-17,"2023","N2-5B","Mealybug",2
"N2","Garden",2023-07-28,"2023","N2-5B","Mealybug",50
"N2","Garden",2023-08-03,"2023","N2-5B","Mealybug",100
"N2","Garden",2023-08-07,"2023","N2-5B","Mealybug",150
"N2","Garden",2023-08-07,"2023","N2-5B","Aphid",150
"N2","Garden",2023-08-15,"2023","N2-5B","Mealybug",150
"N2","Garden",2023-07-03,"2023","N2-6A","Scales",10
"N2","Garden",2023-07-28,"2023","N2-6A","Mealybug",15
"N2","Garden",2023-08-07,"2023","N2-6A","Mealybug",20
"N2","Garden",2023-08-15,"2023","N2-6A","Mealybug",15
"N2","Garden",2023-05-31,"2023","N2-6B","Green Caterpillar",1
"N2","Garden",2023-07-03,"2023","N2-6B","White Fly",1
"N2","Garden",2023-07-17,"2023","N2-6B","Spodoptera",1
"N2","Garden",2023-07-28,"2023","N2-6B","Mealybug",30
"N2","Garden",2023-08-07,"2023","N2-6B","Mealybug",60
"N2","Garden",2023-08-15,"2023","N2-6B","Mealybug",150
"N5","Garden",2023-06-12,"2023","N5-3F","Mealybug",15
"N5","Garden",2023-06-12,"2023","N5-3F","White Fly",2
"N5","Garden",2023-06-20,"2023","N5-3F","Meallybug",80
"N5","Garden",2023-07-03,"2023","N5-3F","Mealybug",10
"N5","Garden",2023-07-10,"2023","N5-3F","Mealybug",50
"N5","Garden",2023-07-17,"2023","N5-3F","Mealybug",200
"N5","Garden",2023-07-28,"2023","N5-3F","Mealybug",300
"N5","Garden",2023-08-03,"2023","N5-3F","Mealybug",50
"N5","Garden",2023-08-03,"2023","N5-3F","White Fly",10
"N5","Garden",2023-08-07,"2023","N5-3F","Mealybug",100
"N5","Garden",2023-08-15,"2023","N5-3F","White fly",3
"N5","Garden",2023-05-31,"2023","N5-3G","Cicadelladae",1
"N5","Garden",2023-06-29,"2023","N5-3G","Meallybug",7
"N5","Garden",2023-07-03,"2023","N5-3G","Mealybug",15
"N5","Garden",2023-07-10,"2023","N5-3G","Green caterpillar",1
"N5","Garden",2023-07-10,"2023","N5-3G","Mealybug",20
"N5","Garden",2023-07-17,"2023","N5-3G","Mealybug",1
"N5","Garden",2023-07-17,"2023","N5-3G","Spodoptera",1
"N5","Garden",2023-08-07,"2023","N5-3G","Mealybug",40
"N5","Garden",2023-08-15,"2023","N5-3G","Mealybug",5
"N5","Garden",2023-05-31,"2023","N5-4D","Caterpillar",4
"N5","Garden",2023-06-20,"2023","N5-4D","Beetle",1
"N5","Garden",2023-06-29,"2023","N5-4D","Meallybug",12
"N5","Garden",2023-07-03,"2023","N5-4D","Mealybug",7
"N5","Garden",2023-07-10,"2023","N5-4D","Green caterpillar",3
"N5","Garden",2023-07-17,"2023","N5-4D","Mealybug",50
"N5","Garden",2023-07-17,"2023","N5-4D","Spodoptera",2
"N5","Garden",2023-07-28,"2023","N5-4D","Mealybug",100
"N5","Garden",2023-08-07,"2023","N5-4D","Mealybug",100
"N5","Garden",2023-08-15,"2023","N5-4D","White fly",7
"N5","Garden",2023-08-15,"2023","N5-4D","Mealybug",10
"N5","Garden",2023-07-03,"2023","N5-4G","Mealybug",14
"N5","Garden",2023-07-10,"2023","N5-4G","Mealybug",10
"N5","Garden",2023-07-17,"2023","N5-4G","Mealybug",50
"N5","Garden",2023-07-28,"2023","N5-4G","Mealybug",200
"N5","Garden",2023-08-07,"2023","N5-4G","Mealybug",100
"N5","Garden",2023-08-15,"2023","N5-4G","White fly",3
"N5","Garden",2023-08-15,"2023","N5-4G","Mealybug",10
"N5","Garden",2023-06-29,"2023","N5-5F","Meallybug",5
"N5","Garden",2023-07-03,"2023","N5-5F","Mealybug",5
"N5","Garden",2023-07-10,"2023","N5-5F","Green caterpillar",3
"N5","Garden",2023-07-17,"2023","N5-5F","Mealybug",20
"N5","Garden",2023-07-17,"2023","N5-5F","Spodoptera",1
"N5","Garden",2023-07-28,"2023","N5-5F","Mealybug",20
"N5","Garden",2023-07-28,"2023","N5-5F","Spodoptera",1
"N5","Garden",2023-08-07,"2023","N5-5F","Mealybug",75
"N5","Garden",2023-08-15,"2023","N5-5F","White fly",4
"N5","Garden",2023-08-15,"2023","N5-5F","Mealybug",20
"N5","Garden",2023-06-12,"2023","N5-6A","Scale",1
"N5","Garden",2023-06-29,"2023","N5-6A","Meallybug",5
"N5","Garden",2023-07-03,"2023","N5-6A","Mealybug",3
"N5","Garden",2023-07-10,"2023","N5-6A","Green caterpillar",2
"N5","Garden",2023-07-10,"2023","N5-6A","Mealybug",10
"N5","Garden",2023-07-17,"2023","N5-6A","Mealybug",20
"N5","Garden",2023-07-28,"2023","N5-6A","Mealybug",100
"N5","Garden",2023-08-07,"2023","N5-6A","Mealybug",120
"N5","Garden",2023-08-15,"2023","N5-6A","White fly",10
"N5","Garden",2023-08-15,"2023","N5-6A","Mealybug",2
"PS","Garden",2023-06-20,"2023","PS-1B","egg",1
"PS","Garden",2023-07-28,"2023","PS-1B","Mealybug",1
"PS","Garden",2023-08-03,"2023","PS-1B","Mealybug",5
"PS","Garden",2023-08-07,"2023","PS-1B","Mealybug",25
"PS","Garden",2023-08-15,"2023","PS-1B","Spodoptera",1
"PS","Garden",2023-08-15,"2023","PS-1B","Mealybug",30
"PS","Garden",2023-07-28,"2023","PS-2F","Mealybug",2
"PS","Garden",2023-07-28,"2023","PS-2F","Cicadellidae",2
"PS","Garden",2023-08-03,"2023","PS-2F","Mealybug",10
"PS","Garden",2023-08-07,"2023","PS-2F","Mealybug",20
"PS","Garden",2023-08-07,"2023","PS-2F","White Fly",5
"PS","Garden",2023-08-15,"2023","PS-2F","Grasshopper",1
"PS","Garden",2023-08-15,"2023","PS-2F","Mealybug",5
"PS","Garden",2023-05-31,"2023","PS-4D","Mealybug",4
"PS","Garden",2023-06-12,"2023","PS-4D","Mealybug",1
"PS","Garden",2023-06-29,"2023","PS-4D","Mealybug",1
"PS","Garden",2023-07-03,"2023","PS-4D","Mealybug",20
"PS","Garden",2023-07-10,"2023","PS-4D","Mealybug",25
"PS","Garden",2023-07-17,"2023","PS-4D","Mealybug",15
"PS","Garden",2023-07-28,"2023","PS-4D","Mealybug",15
"PS","Garden",2023-08-03,"2023","PS-4D","Mealybug",50
"PS","Garden",2023-08-07,"2023","PS-4D","Mealybug",100
"PS","Garden",2023-08-15,"2023","PS-4D","Mealybug",80
"PS","Garden",2023-06-12,"2023","PS-4E","White Fly",1
"PS","Garden",2023-07-03,"2023","PS-4E","Mealybug",1
"PS","Garden",2023-07-03,"2023","PS-4E","White Fly",1
"PS","Garden",2023-07-10,"2023","PS-4E","Mealybug",3
"PS","Garden",2023-07-17,"2023","PS-4E","Spodoptera",1
"PS","Garden",2023-07-28,"2023","PS-4E","Mealybug",1
"PS","Garden",2023-08-03,"2023","PS-4E","Mealybug",2
"PS","Garden",2023-08-07,"2023","PS-4E","Mealybug",20
"PS","Garden",2023-08-07,"2023","PS-4E","Stink bug",1
"PS","Garden",2023-08-15,"2023","PS-4E","Spodoptera",1
"PS","Garden",2023-08-15,"2023","PS-4E","Mealybug",10
"PS","Garden",2023-05-31,"2023","PS-5B","Grasshopper",2
"PS","Garden",2023-05-31,"2023","PS-5B","Spodoptera",1
"PS","Garden",2023-06-20,"2023","PS-5B","Hemipteran",1
"PS","Garden",2023-07-10,"2023","PS-5B","Mealybug",1
"PS","Garden",2023-07-28,"2023","PS-5B","Mealybug",20
"PS","Garden",2023-07-28,"2023","PS-5B","Stink bug",1
"PS","Garden",2023-08-03,"2023","PS-5B","Mealybug",30
"PS","Garden",2023-08-07,"2023","PS-5B","Mealybug",100
"PS","Garden",2023-08-15,"2023","PS-5B","Mealybug",200
"PS","Garden",2023-06-29,"2023","PS-5E","Mealybug",1
"PS","Garden",2023-07-03,"2023","PS-5E","White Fly",1
"PS","Garden",2023-07-17,"2023","PS-5E","Spodoptera",1
"PS","Garden",2023-07-28,"2023","PS-5E","Grasshopper",1
"PS","Garden",2023-08-03,"2023","PS-5E","Mealybug",3
"PS","Garden",2023-08-07,"2023","PS-5E","Mealybug",50
"PS","Garden",2023-08-15,"2023","PS-5E","Spodoptera",1
"PS","Garden",2023-08-15,"2023","PS-5E","Mealybug",40
"REF","Garden",2023-07-03,"2023","REF-1G","White Fly",1
"REF","Garden",2023-07-03,"2023","REF-1G","Mealybug",1
"REF","Garden",2023-07-10,"2023","REF-1G","White Fly",1
"REF","Garden",2023-07-10,"2023","REF-1G","Mealybug",1
"REF","Garden",2023-07-28,"2023","REF-1G","Mealybug",8
"REF","Garden",2023-08-03,"2023","REF-1G","Mealybug",5
"REF","Garden",2023-08-07,"2023","REF-1G","Mealybug",25
"REF","Garden",2023-08-15,"2023","REF-1G","Mealybug",100
"REF","Garden",2023-07-03,"2023","REF-5A","White Fly",1
"REF","Garden",2023-07-17,"2023","REF-5A","Aphid",50
"REF","Garden",2023-07-28,"2023","REF-5A","Mealybug",10
"REF","Garden",2023-07-28,"2023","REF-5A","Aphid",200
"REF","Garden",2023-07-28,"2023","REF-5A","Spodoptera",1
"REF","Garden",2023-08-03,"2023","REF-5A","Mealybug",5
"REF","Garden",2023-08-03,"2023","REF-5A","Spodoptera",3
"REF","Garden",2023-08-07,"2023","REF-5A","Mealybug",30
"REF","Garden",2023-08-07,"2023","REF-5A","Spodoptera",1
"REF","Garden",2023-08-15,"2023","REF-5A","Mealybug",30
"REF","Garden",2023-08-15,"2023","REF-5A","White fly",5
"REF","Garden",2023-08-15,"2023","REF-5A","Aphid",50
"REF","Garden",2023-06-05,"2023","REF-5B","White Fly",1
"REF","Garden",2023-06-29,"2023","REF-5B","Meallybug",3
"REF","Garden",2023-07-03,"2023","REF-5B","Mealybug",1
"REF","Garden",2023-07-17,"2023","REF-5B","Mealybug",2
"REF","Garden",2023-07-28,"2023","REF-5B","Mealybug",10
"REF","Garden",2023-08-03,"2023","REF-5B","Mealybug",15
"REF","Garden",2023-08-07,"2023","REF-5B","Mealybug",10
"REF","Garden",2023-08-15,"2023","REF-5B","Mealybug",100
"REF","Garden",2023-07-03,"2023","REF-5F","White Fly",1
"REF","Garden",2023-07-03,"2023","REF-5F","Spodoptera",1
"REF","Garden",2023-07-28,"2023","REF-5F","Aphid",30
"REF","Garden",2023-08-03,"2023","REF-5F","Mealybug",10
"REF","Garden",2023-08-07,"2023","REF-5F","Mealybug",20
"REF","Garden",2023-08-15,"2023","REF-5F","Mealybug",60
"REF","Garden",2023-08-15,"2023","REF-5F","Aphid",100
"REF","Garden",2023-07-03,"2023","REF-6A","Mealybug",1
"REF","Garden",2023-07-10,"2023","REF-6A","Mealybug",2
"REF","Garden",2023-07-28,"2023","REF-6A","Mealybug",4
"REF","Garden",2023-08-03,"2023","REF-6A","Stink bug",1
"REF","Garden",2023-08-07,"2023","REF-6A","Mealybug",15
"REF","Garden",2023-08-15,"2023","REF-6A","Mealybug",30
"REF","Garden",2023-07-03,"2023","REF-7B","White Fly",3
"REF","Garden",2023-07-17,"2023","REF-7B","White Fly",5
"REF","Garden",2023-07-17,"2023","REF-7B","Mealybug",1
"REF","Garden",2023-07-28,"2023","REF-7B","Mealybug",10
"REF","Garden",2023-08-03,"2023","REF-7B","Mealybug",10
"REF","Garden",2023-08-07,"2023","REF-7B","Mealybug",10
"REF","Garden",2023-08-15,"2023","REF-7B","Mealybug",10
"ECO","Garden",2023-06-05,"2023","ECO-1B","Caterpillar",2
"ECO","Garden",2023-06-29,"2023","ECO-1B","Grasshopper",1
"ECO","Garden",2023-06-05,"2023","ECO-3A","Caterpillar",1
"ECO","Garden",2023-06-29,"2023","ECO-3B","Spodoptera",1
